Index         Status  Sats  RTC-date  RTC-time  FIX-date      FIX-time   Delta(s)     Latitude    Longitude  Altitude(m)    HDOP        eRes  Temperature(C)  Voltage(V)
 1484          Valid   7/8  25/05/17  03:35:06  25/05/17  03:35:06.895      0.895     40.55538    141.54139        49.87     1.1         0.8            26.0        3.90
 1485          Valid   8/8  25/05/17  03:40:06  25/05/17  03:40:06.898      0.898     40.56407    141.52852        49.67     1.1         2.1            26.5        3.90
 1486          Valid   8/8  25/05/17  03:45:09  25/05/17  03:45:09.910      0.910     40.54620    141.51985        38.60     1.1         1.2            26.5        3.90
 1487          Valid   8/8  25/05/17  03:50:06  25/05/17  03:50:06.904      0.904     40.54493    141.52372        44.66     1.0         5.3            30.0        3.90
 1488          Valid   7/8  25/05/17  03:55:07  25/05/17  03:55:07.915      0.915     40.54494    141.52370        52.26     1.2         1.0            34.0        3.90
 1489          Valid   8/8  25/05/17  04:00:07  25/05/17  04:00:07.917      0.917     40.55139    141.53864        47.18     1.1         2.0            29.5        3.90
 1490          Valid   6/8  25/05/17  04:05:06  25/05/17  04:05:06.929      0.929     40.54993    141.54334        39.63     1.5         0.5            32.0        3.90
 1491          Valid   7/7  25/05/17  04:10:06  25/05/17  04:10:06.932      0.932     40.54990    141.54321        43.80     2.6         1.1            34.5        3.90
 1492          Valid   8/8  25/05/17  04:15:07  25/05/17  04:15:07.927      0.927     40.54996    141.54329        37.25     1.3         0.6            35.0        3.90
 1493          Valid   7/7  25/05/17  04:20:06  25/05/17  04:20:06.946      0.946     40.54996    141.54332        39.42     2.0         0.4            35.5        3.90
 1494          Valid   8/8  25/05/17  04:25:06  25/05/17  04:25:06.949      0.949     40.54995    141.54324        39.39     0.9         1.1            34.5        3.90
 1495          Valid   8/8  25/05/17  04:30:06  25/05/17  04:30:06.955      0.955     40.54995    141.54328        41.06     1.3         1.4            33.0        3.90
 1496          Valid   8/8  25/05/17  04:35:06  25/05/17  04:35:06.958      0.958     40.54993    141.54325        41.03     1.0         1.9            32.5        3.90
 1497          Valid   6/6  25/05/17  04:40:06  25/05/17  04:40:06.975      0.975     40.54986    141.54350        41.65     1.5         0.5            33.0        3.90
 1498          Valid   8/8  25/05/17  04:45:07  25/05/17  04:45:07.968      0.968     40.54987    141.54356        34.33     1.0         0.7            34.5        3.90
 1499          Valid   7/7  25/05/17  04:50:06  25/05/17  04:50:06.979      0.979     40.54986    141.54345        35.83     1.6         0.4            35.5        3.90
 1500          Valid   8/8  25/05/17  04:55:06  25/05/17  04:55:06.976      0.976     40.54988    141.54347        41.37     1.3         1.5            35.0        3.90
 1501          Valid   8/8  25/05/17  05:00:06  25/05/17  05:00:06.979      0.979     40.54990    141.54349        45.76     1.3         0.9            33.0        3.90
 1502          Valid   8/8  25/05/17  05:05:06  25/05/17  05:05:06.994      0.994     40.54983    141.54347        46.95     1.4         3.2            33.0        3.90
 1503          Valid   6/7  25/05/17  05:10:07  25/05/17  05:10:07.999      0.999     40.54982    141.54349        45.71     1.8         0.8            32.5        3.90
 1504          Valid   7/7  25/05/17  05:15:06  25/05/17  05:15:06.997      0.997     40.54990    141.54353        38.59     1.4         2.0            30.5        3.90
 1505          Valid   7/7  25/05/17  05:20:07  25/05/17  05:20:08.002      1.002     40.54985    141.54349        37.44     1.4         1.1            29.5        3.90
 1506          Valid   6/7  25/05/17  05:25:06  25/05/17  05:25:07.006      1.006     40.54991    141.54359        45.10     1.7         0.7            29.5        3.90
 1507          Valid   8/8  25/05/17  05:30:06  25/05/17  05:30:07.014      1.014     40.54685    141.51574        30.07     1.2         0.7            27.5        3.90
 1508          Valid   8/8  25/05/17  05:35:06  25/05/17  05:35:07.016      1.016     40.54730    141.51774        30.91     1.2         0.4            24.5        3.90
 1509          Valid   7/7  25/05/17  05:40:09  25/05/17  05:40:10.018      1.018     40.54037    141.51788        39.16     1.4         0.6            30.5        3.90
 1510          Valid   8/8  25/05/17  05:45:07  25/05/17  05:45:08.030      1.030     40.54035    141.51787        44.09     1.3         0.9            33.5        3.90
 1511          Valid   8/8  25/05/17  05:50:06  25/05/17  05:50:07.029      1.029     40.54038    141.51780        42.13     1.2         1.8            33.5        3.90
 1512          Valid   7/7  25/05/17  05:55:09  25/05/17  05:55:10.031      1.031     40.54039    141.51783        43.23     2.1         0.7            34.5        3.90
 1513          Valid   8/8  25/05/17  06:00:08  25/05/17  06:00:09.040      1.040     40.54037    141.51790        29.90     1.2         1.4            34.5        3.90
 1514          Valid   8/8  25/05/17  06:05:06  25/05/17  06:05:07.037      1.037     40.54038    141.51789        39.37     1.0         0.7            34.5        3.90
 1515          Valid   6/6  25/05/17  06:10:06  25/05/17  06:10:07.053      1.053     40.54036    141.51785        33.24     1.1         2.1            34.5        3.90
 1516          Valid   7/7  25/05/17  06:15:06  25/05/17  06:15:07.070      1.070     40.54038    141.51791        34.45     2.4         0.7            34.5        3.90
 1517          Valid   8/8  25/05/17  06:20:06  25/05/17  06:20:07.066      1.066     40.54034    141.51792        33.96     1.2         0.8            34.0        3.90
 1518          Valid   8/8  25/05/17  06:25:07  25/05/17  06:25:08.065      1.065     40.54040    141.51790        40.16     1.0         0.6            33.5        3.90
 1519          Valid   8/8  25/05/17  06:30:06  25/05/17  06:30:07.062      1.062     40.54041    141.51777        41.03     1.1         1.1            32.5        3.90
 1520          Valid   8/8  25/05/17  06:35:07  25/05/17  06:35:08.078      1.078     40.54041    141.51786        42.37     1.1         1.3            33.0        3.90
 1521          Valid   7/7  25/05/17  06:40:06  25/05/17  06:40:07.085      1.085     40.54041    141.51789        38.12     1.7         1.3            32.5        3.90
 1522          Valid   7/7  25/05/17  06:45:12  25/05/17  06:45:13.606      1.606     40.54667    141.52823        41.43     2.3         2.2            29.5        3.90
 1523          Valid   6/8  25/05/17  06:50:10  25/05/17  06:50:11.095      1.095     40.54664    141.52823        54.00     2.9         1.9            30.5        3.90
 1524          Valid   8/8  25/05/17  06:55:06  25/05/17  06:55:07.097      1.097     40.54668    141.52824        42.62     1.0         1.3            30.0        3.90
 1525          Valid   7/7  25/05/17  07:00:07  25/05/17  07:00:08.096      1.096     40.56705    141.53564        40.95     1.2         0.7            25.5        3.90
 1526          Valid   8/8  25/05/17  07:05:07  25/05/17  07:05:08.104      1.104     40.56362    141.53525        48.64     1.1         0.7            25.0        3.90
 1527          Valid   7/7  25/05/17  07:10:07  25/05/17  07:10:08.109      1.109     40.56908    141.53328        46.40     1.5         0.4            25.0        3.90
 1528          Valid   6/7  25/05/17  07:15:06  25/05/17  07:15:07.116      1.116     40.55617    141.53565        40.56     1.2         0.7            26.5        3.90
 1529          Valid   8/8  25/05/17  07:20:07  25/05/17  07:20:08.115      1.115     40.55618    141.53568        44.24     1.1         1.9            30.0        3.90
 1530          Valid   8/8  25/05/17  07:25:07  25/05/17  07:25:08.125      1.125     40.55619    141.53570        41.80     1.0         1.4            31.0        3.90
 1531          Valid   7/7  25/05/17  07:30:06  25/05/17  07:30:07.134      1.134     40.55615    141.53568        40.61     1.6         1.1            31.0        3.90
 1532          Valid   8/8  25/05/17  07:35:07  25/05/17  07:35:08.135      1.135     40.55617    141.53564        40.09     1.4         1.0            31.5        3.90
 1533          Valid   7/7  25/05/17  07:40:06  25/05/17  07:40:07.139      1.139     40.55616    141.53565        40.07     1.5         1.5            31.0        3.90
 1534          Valid   8/8  25/05/17  07:45:07  25/05/17  07:45:08.144      1.144     40.55617    141.53569        38.98     1.3         0.8            31.5        3.90
 1535          Valid   7/7  25/05/17  07:50:06  25/05/17  07:50:07.146      1.146     40.55616    141.53563        37.71     1.5         0.8            31.0        3.90
 1536          Valid   6/6  25/05/17  07:55:08  25/05/17  07:55:09.147      1.147     40.55575    141.53589        39.18     3.4         1.2            31.5        3.90
 1537          Valid   8/8  25/05/17  08:00:07  25/05/17  08:00:08.153      1.153     40.55580    141.53593        40.97     1.1         0.8            31.0        3.90
 1538          Valid   7/7  25/05/17  08:05:12  25/05/17  08:05:13.593      1.593     40.55579    141.53593        37.17     1.4         1.1            33.0        3.90
 1539          Valid   7/7  25/05/17  08:10:06  25/05/17  08:10:07.165      1.165     40.55579    141.53591        37.91     1.5         0.3            30.5        3.90
 1540          Valid   8/8  25/05/17  08:15:07  25/05/17  08:15:08.171      1.171     40.55439    141.53756        44.07     1.2         0.5            30.0        3.90
 1541          Valid   6/6  25/05/17  08:20:07  25/05/17  08:20:08.176      1.176     40.55427    141.53776        44.43     1.5         0.3            29.5        3.90
 1542          Valid   8/8  25/05/17  08:25:07  25/05/17  08:25:08.180      1.180     40.55064    141.54496        41.72     1.1         0.5            27.0        3.90
 1543          Valid   7/7  25/05/17  08:30:06  25/05/17  08:30:07.186      1.186     40.54935    141.54961        43.60     1.2         0.9            28.0        3.90
 1544          Valid   6/7  25/05/17  08:35:06  25/05/17  08:35:07.201      1.201     40.54674    141.55018        45.02     2.5         1.5            27.5        3.90
 1545          Valid   8/8  25/05/17  08:40:06  25/05/17  08:40:07.197      1.197     40.54677    141.55013        42.15     1.2         1.7            30.0        3.90
 1546          Valid   8/8  25/05/17  08:45:06  25/05/17  08:45:07.197      1.197     40.54675    141.55008        41.73     1.2         0.6            30.5        3.90
 1547          Valid   7/7  25/05/17  08:50:07  25/05/17  08:50:08.213      1.213     40.54669    141.55023        38.91     1.3         0.5            31.0        3.90
 1548          Valid   8/8  25/05/17  08:55:06  25/05/17  08:55:07.210      1.210     40.54672    141.55017        40.14     1.4         0.9            31.0        3.90
 1549          Valid   8/8  25/05/17  09:00:08  25/05/17  09:00:09.217      1.217     40.54626    141.55110        40.25     3.9         2.7            32.0        3.90
 1550          Valid   8/8  25/05/17  09:05:06  25/05/17  09:05:07.233      1.233     40.54626    141.55107        42.25     1.7         1.5            32.0        3.90
 1551          Valid   8/8  25/05/17  09:10:06  25/05/17  09:10:07.228      1.228     40.54625    141.55110        40.90     1.4         1.1            32.5        3.90
 1552          Valid   8/8  25/05/17  09:15:07  25/05/17  09:15:08.237      1.237     40.54624    141.55101        43.16     1.5         1.8            33.0        3.90
 1553          Valid   7/7  25/05/17  09:20:07  25/05/17  09:20:08.239      1.239     40.54624    141.55106        40.13     1.4         0.9            32.5        3.90
 1554          Valid   7/8  25/05/17  09:25:06  25/05/17  09:25:07.238      1.238     40.54598    141.55280        50.79     1.6         1.2            31.5        3.90
 1555          Valid   8/8  25/05/17  09:30:09  25/05/17  09:30:10.232      1.232     40.54601    141.55279        42.45     2.4         0.7            33.5        3.90
